"Fofunkcio";"Funkcio";"Fejezet";"Cim";"Alcim";"Jogcim1";"Jogcim2";"Ecs";"Ke";"Nev";"Kiadas";"Bevetel";"Tamogatas";"Oszlop";"AHTT"
"F01";"F01a";"FJ11";1;0;0;0;2;7;"Felújítások";233,7;;;3;294502
"F01";"F01a";"FJ11";1;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";21,5;;;3;294502
"F03";"F03b";"FJ11";2;0;0;0;0;0;"Információs Hivatal";;150;11800,2;1;659
"F03";"F03b";"FJ11";2;0;0;0;1;0;"Működési költségvetés";;;;2;659
"F03";"F03b";"FJ11";2;0;0;0;1;1;"Személyi juttatások";4377,3;;;3;659
"F03";"F03b";"FJ11";2;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1100,8;;;3;659
"F03";"F03b";"FJ11";2;0;0;0;1;3;"Dologi kiadások";5813,9;;;3;659
"F03";"F03b";"FJ11";2;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;659
"F03";"F03b";"FJ11";2;0;0;0;2;6;"Beruházások";439;;;3;659
"F03";"F03b";"FJ11";2;0;0;0;2;7;"Felújítások";107,3;;;3;659
"F03";"F03b";"FJ11";2;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";111,9;;;3;659
"F01";"F01a";"FJ11";3;0;0;0;0;0;"Nemzetstratégiai Kutató Intézet";;;1200;1;338251
"F01";"F01a";"FJ11";3;0;0;0;1;0;"Működési költségvetés";;;;2;338251
"F01";"F01a";"FJ11";3;0;0;0;1;1;"Személyi juttatások";689,6;;;3;338251
"F01";"F01a";"FJ11";3;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";213,5;;;3;338251
"F01";"F01a";"FJ11";3;0;0;0;1;3;"Dologi kiadások";256,9;;;3;338251
"F01";"F01a";"FJ11";3;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;338251
"F01";"F01a";"FJ11";3;0;0;0;2;6;"Beruházások";40;;;3;338251
"F08";"F08b";"FJ11";6;0;0;0;0;0;"Rendszerváltás Történetét Kutató Intézet és Archívum";;;300;1;341217
"F08";"F08b";"FJ11";6;0;0;0;1;0;"Működési költségvetés";;;;2;341217
"F08";"F08b";"FJ11";6;0;0;0;1;1;"Személyi juttatások";192,9;;;3;341217
"F08";"F08b";"FJ11";6;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";52,1;;;3;341217
"F08";"F08b";"FJ11";6;0;0;0;1;3;"Dologi kiadások";50;;;3;341217
"F08";"F08b";"FJ11";6;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;341217
"F08";"F08b";"FJ11";6;0;0;0;2;6;"Beruházások";5;;;3;341217
"F08";"F08b";"FJ11";7;0;0;0;0;0;"Nemzeti Örökség Intézete";;4,2;317,6;1;341239
"F08";"F08b";"FJ11";7;0;0;0;1;0;"Működési költségvetés";;;;2;341239
"F08";"F08b";"FJ11";7;0;0;0;1;1;"Személyi juttatások";192,4;;;3;341239
"F08";"F08b";"FJ11";7;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";55,6;;;3;341239
"F08";"F08b";"FJ11";7;0;0;0;1;3;"Dologi kiadások";67,3;;;3;341239
"F08";"F08b";"FJ11";7;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;341239
"F08";"F08b";"FJ11";7;0;0;0;2;6;"Beruházások";6,5;;;3;341239
"F08";"F08b";"FJ11";8;0;0;0;0;0;"VERITAS Történetkutató Intézet";;;260;1;343506
"F08";"F08b";"FJ11";8;0;0;0;1;0;"Működési költségvetés";;;;2;343506
"F08";"F08b";"FJ11";8;0;0;0;1;1;"Személyi juttatások";192,4;;;3;343506
"F08";"F08b";"FJ11";8;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";55,6;;;3;343506
"F08";"F08b";"FJ11";8;0;0;0;1;3;"Dologi kiadások";12;;;3;343506
"F08";"F08b";"FJ11";9;0;0;0;0;0;"Eszterháza Kulturális, Kutató- és Fesztiválközpont";;49;838,7;1;346606
"F08";"F08b";"FJ11";9;0;0;0;1;0;"Működési költségvetés";;;;2;346606
"F08";"F08b";"FJ11";9;0;0;0;1;1;"Személyi juttatások";260,8;;;3;346606
"F08";"F08b";"FJ11";9;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";71,2;;;3;346606
"F08";"F08b";"FJ11";9;0;0;0;1;3;"Dologi kiadások";471,2;;;3;346606
"F08";"F08b";"FJ11";9;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;346606
"F08";"F08b";"FJ11";9;0;0;0;2;6;"Beruházások";84,5;;;3;346606
"F08";"F08b";"FJ11";10;0;0;0;0;0;"Magyar Nyelvstratégiai Intézet";;;133,3;1;346617
"F08";"F08b";"FJ11";10;0;0;0;1;0;"Működési költségvetés";;;;2;346617
"F08";"F08b";"FJ11";10;0;0;0;1;1;"Személyi juttatások";66,7;;;3;346617
"F08";"F08b";"FJ11";10;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";18;;;3;346617
"F08";"F08b";"FJ11";10;0;0;0;1;3;"Dologi kiadások";28,6;;;3;346617
"F08";"F08b";"FJ11";10;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;346617
"F08";"F08b";"FJ11";10;0;0;0;2;6;"Beruházások";20;;;3;346617
"F01";"F01a";"FJ11";12;0;0;0;0;0;"Fővárosi, megyei kormányhivatalok és járási kormányhivatalok";;42283,7;114455,7;1;15558
"F01";"F01a";"FJ11";12;0;0;0;1;0;"Működési költségvetés";;;;2;15558
"F01";"F01a";"FJ11";12;0;0;0;1;1;"Személyi juttatások";102465;;;3;15558
"F01";"F01a";"FJ11";12;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";28315,9;;;3;15558
"F01";"F01a";"FJ11";12;0;0;0;1;3;"Dologi kiadások";19090,6;;;3;15558
"F01";"F01a";"FJ11";12;0;0;0;1;5;"Egyéb működési célú kiadások";5940,6;;;3;15558
"F01";"F01a";"FJ11";12;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;15558
"F01";"F01a";"FJ11";12;0;0;0;2;6;"Beruházások";668,3;;;3;15558
"F01";"F01a";"FJ11";12;0;0;0;2;7;"Felújítások";258,5;;;3;15558
"F01";"F01a";"FJ11";12;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";0,5;;;3;15558
"F01";"F01b";"FJ11";13;0;0;0;0;0;"Közigazgatási és Igazságügyi Hivatal";;77,5;1453,4;1;294213
"F01";"F01b";"FJ11";13;0;0;0;1;0;"Működési költségvetés";;;;2;294213
"F01";"F01b";"FJ11";13;0;0;0;1;1;"Személyi juttatások";1000,4;;;3;294213
"F01";"F01b";"FJ11";13;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";160,7;;;3;294213
"F01";"F01b";"FJ11";13;0;0;0;1;3;"Dologi kiadások";236,5;;;3;294213
"F01";"F01b";"FJ11";13;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;294213
"F01";"F01b";"FJ11";13;0;0;0;2;6;"Beruházások";133,2;;;3;294213
"F01";"F01b";"FJ11";13;0;0;0;2;7;"Felújítások";0,1;;;3;294213
"F04";"F04c";"FJ11";14;0;0;0;0;0;"Nemzeti Közszolgálati Egyetem";;3531,2;3888,1;1;304191
"F04";"F04c";"FJ11";14;0;0;0;1;0;"Működési költségvetés";;;;2;304191
"F04";"F04c";"FJ11";14;0;0;0;1;1;"Személyi juttatások";3344,7;;;3;304191
"F04";"F04c";"FJ11";14;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";971,2;;;3;304191
"F04";"F04c";"FJ11";14;0;0;0;1;3;"Dologi kiadások";2609,4;;;3;304191
"F04";"F04c";"FJ11";14;0;0;0;1;4;"Ellátottak pénzbeli juttatásai";171,6;;;3;304191
"F04";"F04c";"FJ11";14;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;304191
"F04";"F04c";"FJ11";14;0;0;0;2;6;"Beruházások";322,4;;;3;304191
"F08";"F08b";"FJ11";15;0;0;0;0;0;"Forster Gyula Nemzeti Örökségvédelmi és Vagyongazdálkodási Központ";;1100,7;3934,1;1;347673
"F08";"F08b";"FJ11";15;0;0;0;1;0;"Működési költségvetés";;;;2;347673
"F08";"F08b";"FJ11";15;0;0;0;1;1;"Személyi juttatások";1350,8;;;3;347673
"F08";"F08b";"FJ11";15;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";361,4;;;3;347673
"F08";"F08b";"FJ11";15;0;0;0;1;3;"Dologi kiadások";1803,9;;;3;347673
"F08";"F08b";"FJ11";15;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;347673
"F08";"F08b";"FJ11";15;0;0;0;2;6;"Beruházások";283,7;;;3;347673
"F08";"F08b";"FJ11";15;0;0;0;2;7;"Felújítások";1235;;;3;347673
"F16";"F16";"FJ11";17;0;0;0;0;0;"Nemzeti Kommunikációs Hivatal";;;439,7;1;348784
"F16";"F16";"FJ11";17;0;0;0;1;0;"Működési költségvetés";;;;2;348784
"F16";"F16";"FJ11";17;0;0;0;1;1;"Személyi juttatások";218,3;;;3;348784
"F16";"F16";"FJ11";17;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";59,3;;;3;348784
"F16";"F16";"FJ11";17;0;0;0;1;3;"Dologi kiadások";142,1;;;3;348784
"F16";"F16";"FJ11";17;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;348784
"F16";"F16";"FJ11";17;0;0;0;2;6;"Beruházások";20;;;3;348784
"F16";"F16";"FJ11";30;0;0;0;0;0;"Fejezeti kezelésű előirányzatok";;;;1;296635
"F16";"F16";"FJ11";30;1;0;0;0;0;"Célelőirányzatok";;;;2;334706
"F01";"F01c";"FJ11";30;1;1;0;0;0;"Kormányfői protokoll";500;;500;3;296646
"F01";"F01f";"FJ11";30;1;2;0;0;0;"Kormányzati kommunikációval kapcsolatos feladatok";1090;;1090;3;331340
"F01";"F01f";"FJ11";30;1;3;0;0;0;"Konzultációk kiadásai";600;;600;3;334717
"F08";"F08f";"FJ11";30;1;6;0;0;0;"Nemzeti Sírkerthez és Emlékhelyekhez kapcsolódó kiadások";75;;75;3;331684
"F08";"F08f";"FJ11";30;1;7;0;0;0;"A Versenyszféra és a Kormány Állandó Konzultációs Fórumával kapcsolatos kiadások";600;;600;3;334217
"F08";"F08f";"FJ11";30;1;8;0;0;0;"Antall József Politika- és Társadalomtudományi Tudásközpont Alapítvány támogatása";100;;100;3;335751
"F08";"F08f";"FJ11";30;1;9;0;0;0;"Az Élet Menete Alapítvány támogatása";50;;50;3;338140
"F08";"F08f";"FJ11";30;1;10;0;0;0;"Az Országos Közszolgálati Érdekegyeztető Tanács tevékenységében közreműködő szervezetek támogatása";300;;300;3;335173
"F08";"F08f";"FJ11";30;1;14;0;0;0;"The Hungary Initiatives Foundation támogatása";612,4;;612,4;3;339740
"F08";"F08d";"FJ11";30;1;17;0;0;0;"Magyarországi Zsidó Örökség Közalapítvány működéséhez és feladatainak ellátásához szükséges hozzájárulás";58;;58;3;294668
"F08";"F08b";"FJ11";30;1;18;0;0;0;"Holocaust Dokumentációs Központ és Emlékgyűjtemény Közalapítvány";220;;220;3;295546
"F04";"F04d";"FJ11";30;1;19;0;0;0;"Alapítvány a Kelet- és Közép-európai Kutatásért és Képzésért";150;;150;3;295557
"F13";"F13b";"FJ11";30;1;32;0;0;0;"Bocuse d?Or szakácsverseny 2016. évi európai döntője";301,6;;301,6;3;347739
"F01";"F01a";"FJ11";30;1;34;0;0;0;"Nagykovácsi Kastélypark Komplexum fejlesztése";1405;;1405;3;343751
"F11";"F11";"FJ11";30;1;37;0;0;0;"Országos Építésügyi és Területrendezési e-Nyilvántartás";266;;266;3;296246
"F11";"F11";"FJ11";30;1;38;0;0;0;"Építésügyi, építészeti és területrendezési feladatok";595;;595;3;302624
"F11";"F11";"FJ11";30;1;39;0;0;0;"Dokumentációs Központ fenntartása és fejlesztése/az elektronikus Területrendezési és Építésügyi Nyilvántartás Müködtetése";150;;150;3;302635
"F08";"F08b";"FJ11";30;1;40;0;0;0;"Örökségvédelmi feladatok";1900;;1900;3;341751
"F08";"F08b";"FJ11";30;1;42;0;0;0;"Közép- és Kelet-európai Történelem és Társadalom Kutatásért Közalapítvány támogatása";510;;510;3;302091
"F08";"F08b";"FJ11";30;1;44;0;0;0;"Világörökségi törvényből adódó feladatok ellátása";198;;198;3;303002
"F08";"F08f";"FJ11";30;1;45;0;0;0;"Magyar Kormánytisztviselői Kar működésének támogatása";50;;50;3;343239
"F04";"F04c";"FJ11";30;1;46;0;0;0;"Ludovika Campus";4010;;4010;3;333751
"F01";"F01c";"FJ11";30;1;47;0;0;0;"Határon Átnyúló Kezdeményezések Közép-európai Segítő Szolgálata";70;;70;3;296735
"F08";"F08b";"FJ11";30;1;48;0;0;0;"Nemzeti emlékhelyekkel kapcsolatos  feladatok ellátása";33,4;;33,4;3;303013
"F08";"F08b";"FJ11";30;1;50;0;0;0;"Határontúli műemlék-felújítási program";8;;8;3;347773
"F06";"F06g";"FJ11";30;1;53;0;0;0;"Hozzájárulás egyes humán feladatok ellátásához";83,6;;83,6;3;347828
"F16";"F16";"FJ11";30;1;54;0;0;0;"Nemzeti Táncszínház új játszóhelye kialakításának támogatása";2669;;2669;3;347862
"F16";"F16";"FJ11";30;1;55;0;0;0;"Településrendezési feladatok";50;;50;3;347917
"F08";"F08b";"FJ11";30;1;56;0;0;0;"Holokauszt emlékévvel kapcsolatos kiemelt projektek támogatása";4435;;4435;3;348040
"F08";"F08b";"FJ11";30;1;57;0;0;0;"Kulturális fejlesztési, örökségvédelmi és egyéb feladatok ellátásának támogatása gazdasági társaságok részére";2314,1;;2314,1;3;348617
"F08";"F08b";"FJ11";30;1;58;0;0;0;"Örökségvédelmi civil szervezetek támogatása";3,7;;3,7;3;348751
"F16";"F16";"FJ11";30;1;59;0;0;0;"Közép-kelet európai regionális együttműködés";30;;30;3;348340
"F16";"F16";"FJ11";30;1;60;0;0;0;"Fővárosi és megyei kormányhivatalok működésével kapcsolatos egyéb feladatok";1000;;1000;3;348351
"F01";"F01a";"FJ11";30;1;61;0;0;0;"Szigetszentmiklósi Járási Hivatal kialakítása";4014,3;;4014,3;3;348373
"F01";"F01a";"FJ11";30;1;62;0;0;0;"Bicskei Járási Kormányhivatal felújítása";400;;400;3;348384
"F08";"F08f";"FJ11";30;1;63;0;0;0;"Szabadságharcosokért Közalapítvány támogatása";200;;200;3;32696
"F16";"F16";"FJ11";30;1;64;0;0;0;"Német-magyar barátság évéhez kapcsolódó programsorozat";400;;400;3;348817
"F16";"F16";"FJ11";30;1;65;0;0;0;"Erzsébet liget sportlétesítmény rekonstrukció";300;;300;3;349606
"F16";"F16";"FJ11";30;1;66;0;0;0;"Kormányablak program megvalósítása";7900,4;;7900,4;3;349617
"F16";"F16";"FJ11";30;2;0;0;0;0;"Fejezeti általános tartalék";4878,9;;4878,9;2;296668
"F01";"F01f";"FJ11";30;3;0;0;0;0;"Határon túli magyarok programjainak támogatása";;;;2;258767
"F08";"F08f";"FJ11";30;3;1;0;0;0;"Nemzetpolitikai tevékenység támogatása";5816,4;;5816,4;3;228895
"F01";"F01a";"FJ11";30;5;0;0;0;0;"Fővárosi és megyei kormányhivatalok peres ügyei";10;;10;2;344762
"F01";"F01b";"FJ11";31;0;0;0;0;0;"Kormányzati Ellenőrzési Hivatal";;;;1;223614
"F01";"F01b";"FJ11";31;1;0;0;0;0;"Kormányzati Ellenőrzési Hivatal";;3;1045;2;4888
"F01";"F01b";"FJ11";31;1;0;0;1;0;"Működési költségvetés";;;;3;4888
"F01";"F01b";"FJ11";31;1;0;0;1;1;"Személyi juttatások";661,1;;;4;4888
"F01";"F01b";"FJ11";31;1;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";174,3;;;4;4888
"F01";"F01b";"FJ11";31;1;0;0;1;3;"Dologi kiadások";169,6;;;4;4888
"F01";"F01b";"FJ11";31;1;0;0;2;0;"Felhalmozási költségvetés";;;;3;4888
"F01";"F01b";"FJ11";31;1;0;0;2;6;"Beruházások";43;;;4;4888
"F16";"F16";"FJ11";32;0;0;0;0;0;"Rendkívüli kormányzati intézkedések";1e+05;;;1;297102
"F16";"F16";"FJ11";33;0;0;0;0;0;"Országvédelmi Alap";30000;;;1;271734
"F16";"F16";"FJ11";34;0;0;0;0;0;"Céltartalékok";;;;1;1360
"F01";"F01a";"FJ11";34;1;0;0;0;0;"Közszférában foglalkoztatottak bérkompenzációja";46700;;;2;329928
"F01";"F01a";"FJ11";34;2;0;0;0;0;"Különféle kifizetések";49000;;;2;235149
"F05";"F05a";"FJ11";34;3;0;0;0;0;"Központi költségvetési szervek tartozásállományának csökkentése";60000;;;2;348739
"F01";"F01b";"FJ11";35;0;0;0;0;0;"Tulajdonosi joggyakorlással kapcsolatos bevételek és kiadások";;;;1;349306
"F01";"F01b";"FJ11";35;2;0;0;0;0;"Tulajdonosi joggyakorlással kapcsolatos kiadások";;;;2;349339
"F01";"F01b";"FJ11";35;2;1;0;0;0;"A Miniszterelnökség tulajdonosi joggyakorlásával kapcsolatos kiadások";;;;3;349317
"F01";"F01b";"FJ11";35;2;1;1;0;0;"Paks II Atomerőmű Fejlesztő Zrt. tőkeemelése";28166;;;4;349351
"F01";"F01b";"FJ11";35;2;1;2;0;0;"Az MFB Zrt. működésének támogatása";300;;;4;349362
"F01";"F01b";"FJ11";35;2;1;3;0;0;"Millenáris Széllkapu NKft. tőkeemelés";1500;;;4;349462
"F01";"F01b";"FJ11";35;2;2;0;0;0;"Az MFB Zrt. rábízott vagyonába tartozó tulajdonosi joggyakorlással kapcsolatos kiadások";;;;3;349328
"F01";"F01b";"FJ11";35;2;2;1;0;0;"Az MFB Zrt. rábízott vagyonába tartozó társaságok tőkeemelése";2300;;;4;349373
"F01";"F01b";"FJ11";35;2;2;2;0;0;"Az MFB Zrt. rábízott vagyonához kapcsolódó tanácsadói, értékbecslői, jogi képviseleti kiadások";100;;;4;349384
"F16";"F16";"FJ12";0;0;0;0;0;0;"XII. FÖLDMŰVELÉSÜGYI MINISZTÉRIUM";;;;0;4228
"F01";"F01a";"FJ12";1;0;0;0;0;0;"Földművelésügyi Minisztérium igazgatása";;144,6;6197,2;1;4240
"F01";"F01a";"FJ12";1;0;0;0;1;0;"Működési költségvetés";;;;2;4240
"F01";"F01a";"FJ12";1;0;0;0;1;1;"Személyi juttatások";4264;;;3;4240
"F01";"F01a";"FJ12";1;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1202,5;;;3;4240
"F01";"F01a";"FJ12";1;0;0;0;1;3;"Dologi kiadások";837,5;;;3;4240
"F01";"F01a";"FJ12";1;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;4240
"F01";"F01a";"FJ12";1;0;0;0;2;6;"Beruházások";10;;;3;4240
"F01";"F01a";"FJ12";1;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";27,8;;;3;4240
"F10";"F10";"FJ12";2;0;0;0;0;0;"Nemzeti Élelmiszerlánc-biztonsági Hivatal";;15434,5;;1;4273
"F10";"F10";"FJ12";2;0;0;0;1;0;"Működési költségvetés";;;;2;4273
"F10";"F10";"FJ12";2;0;0;0;1;1;"Személyi juttatások";6010,5;;;3;4273
"F10";"F10";"FJ12";2;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1690,3;;;3;4273
"F10";"F10";"FJ12";2;0;0;0;1;3;"Dologi kiadások";5049,1;;;3;4273
"F10";"F10";"FJ12";2;0;0;0;1;5;"Egyéb működési célú kiadások";300;;;3;4273
"F10";"F10";"FJ12";2;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;4273
"F10";"F10";"FJ12";2;0;0;0;2;6;"Beruházások";1634,6;;;3;4273
"F10";"F10";"FJ12";2;0;0;0;2;7;"Felújítások";750;;;3;4273
"F10";"F10";"FJ12";3;0;0;0;0;0;"Földmérési és Távérzékelési Intézet";;2085;622;1;4327
"F10";"F10";"FJ12";3;0;0;0;1;0;"Működési költségvetés";;;;2;4327
"F10";"F10";"FJ12";3;0;0;0;1;1;"Személyi juttatások";1310,6;;;3;4327
"F10";"F10";"FJ12";3;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";351,3;;;3;4327
"F10";"F10";"FJ12";3;0;0;0;1;3;"Dologi kiadások";1043,1;;;3;4327
"F10";"F10";"FJ12";3;0;0;0;1;5;"Egyéb működési célú kiadások";1,5;;;3;4327
"F10";"F10";"FJ12";3;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;4327
"F10";"F10";"FJ12";3;0;0;0;2;6;"Beruházások";0,5;;;3;4327
"F10";"F10";"FJ12";4;0;0;0;0;0;"Állami Ménesgazdaság";;273,3;228,1;1;4338
"F10";"F10";"FJ12";4;0;0;0;1;0;"Működési költségvetés";;;;2;4338
"F10";"F10";"FJ12";4;0;0;0;1;1;"Személyi juttatások";116;;;3;4338
"F10";"F10";"FJ12";4;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";36,3;;;3;4338
"F10";"F10";"FJ12";4;0;0;0;1;3;"Dologi kiadások";318,8;;;3;4338
"F10";"F10";"FJ12";4;0;0;0;1;5;"Egyéb működési célú kiadások";0,3;;;3;4338
"F10";"F10";"FJ12";4;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;4338
"F10";"F10";"FJ12";4;0;0;0;2;6;"Beruházások";30;;;3;4338
"F10";"F10";"FJ12";5;0;0;0;0;0;"Mezőgazdasági és Vidékfejlesztési Hivatal";;50;14746,5;1;212087
"F10";"F10";"FJ12";5;0;0;0;1;0;"Működési költségvetés";;;;2;212087
"F10";"F10";"FJ12";5;0;0;0;1;1;"Személyi juttatások";6452;;;3;212087
"F10";"F10";"FJ12";5;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1890,5;;;3;212087
"F10";"F10";"FJ12";5;0;0;0;1;3;"Dologi kiadások";3239,8;;;3;212087
"F10";"F10";"FJ12";5;0;0;0;1;5;"Egyéb működési célú kiadások";3144,6;;;3;212087
"F10";"F10";"FJ12";5;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;212087
"F10";"F10";"FJ12";5;0;0;0;2;6;"Beruházások";69,6;;;3;212087
"F04";"F04b";"FJ12";6;0;0;0;0;0;"Mezőgazdasági középfokú szakoktatás intézményei";;5163,6;16590,3;1;4349
"F04";"F04b";"FJ12";6;0;0;0;1;0;"Működési költségvetés";;;;2;4349
"F04";"F04b";"FJ12";6;0;0;0;1;1;"Személyi juttatások";14003,4;;;3;4349
"F04";"F04b";"FJ12";6;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";3542,3;;;3;4349
"F04";"F04b";"FJ12";6;0;0;0;1;3;"Dologi kiadások";4040,4;;;3;4349
"F04";"F04b";"FJ12";6;0;0;0;1;4;"Ellátottak pénzbeli juttatásai";124,3;;;3;4349
"F04";"F04b";"FJ12";6;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;4349
"F04";"F04b";"FJ12";6;0;0;0;2;6;"Beruházások";30,3;;;3;4349
"F04";"F04b";"FJ12";6;0;0;0;2;7;"Felújítások";12,6;;;3;4349
"F04";"F04b";"FJ12";6;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";0,6;;;3;4349
"F08";"F08b";"FJ12";7;0;0;0;0;0;"Közművelődési intézmények";;101;430,9;1;4404
"F08";"F08b";"FJ12";7;0;0;0;1;0;"Működési költségvetés";;;;2;4404
"F08";"F08b";"FJ12";7;0;0;0;1;1;"Személyi juttatások";347,9;;;3;4404
"F08";"F08b";"FJ12";7;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";95,1;;;3;4404
"F08";"F08b";"FJ12";7;0;0;0;1;3;"Dologi kiadások";88,4;;;3;4404
"F08";"F08b";"FJ12";7;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;4404
"F08";"F08b";"FJ12";7;0;0;0;2;6;"Beruházások";0,5;;;3;4404
"F10";"F10";"FJ12";8;0;0;0;0;0;"Agrárkutató intézetek";;1933,3;2197;1;4415
"F10";"F10";"FJ12";8;0;0;0;1;0;"Működési költségvetés";;;;2;4415
"F10";"F10";"FJ12";8;0;0;0;1;1;"Személyi juttatások";2055,4;;;3;4415
"F10";"F10";"FJ12";8;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";559,4;;;3;4415
"F10";"F10";"FJ12";8;0;0;0;1;3;"Dologi kiadások";1498,2;;;3;4415
"F10";"F10";"FJ12";8;0;0;0;1;5;"Egyéb működési célú kiadások";0,9;;;3;4415
"F10";"F10";"FJ12";8;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;4415
"F10";"F10";"FJ12";8;0;0;0;2;6;"Beruházások";16,4;;;3;4415
"F10";"F10";"FJ12";9;0;0;0;0;0;"Tokaji Borvidék Szőlészeti és Borászati Kutatóintézet";;4;73,2;1;342751
"F10";"F10";"FJ12";9;0;0;0;1;0;"Működési költségvetés";;;;2;342751
"F10";"F10";"FJ12";9;0;0;0;1;1;"Személyi juttatások";40,9;;;3;342751
"F10";"F10";"FJ12";9;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";13,8;;;3;342751
"F10";"F10";"FJ12";9;0;0;0;1;3;"Dologi kiadások";19,5;;;3;342751
"F10";"F10";"FJ12";9;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;342751
"F10";"F10";"FJ12";9;0;0;0;2;6;"Beruházások";3;;;3;342751
"F10";"F10";"FJ12";10;0;0;0;0;0;"Génmegőrzési Intézmények";;177;498,6;1;295802
"F10";"F10";"FJ12";10;0;0;0;1;0;"Működési költségvetés";;;;2;295802
"F10";"F10";"FJ12";10;0;0;0;1;1;"Személyi juttatások";361,6;;;3;295802
"F10";"F10";"FJ12";10;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";89,3;;;3;295802
"F10";"F10";"FJ12";10;0;0;0;1;3;"Dologi kiadások";208,7;;;3;295802
"F10";"F10";"FJ12";10;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;295802
"F10";"F10";"FJ12";10;0;0;0;2;6;"Beruházások";16;;;3;295802
"F13";"F13b";"FJ12";12;0;0;0;0;0;"Országos Meteorológiai Szolgálat";;1115;502,1;1;6606
"F13";"F13b";"FJ12";12;0;0;0;1;0;"Működési költségvetés";;;;2;6606
"F13";"F13b";"FJ12";12;0;0;0;1;1;"Személyi juttatások";789,1;;;3;6606
"F13";"F13b";"FJ12";12;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";227,1;;;3;6606
"F13";"F13b";"FJ12";12;0;0;0;1;3;"Dologi kiadások";543,5;;;3;6606
"F13";"F13b";"FJ12";12;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;6606
"F13";"F13b";"FJ12";12;0;0;0;2;6;"Beruházások";54,4;;;3;6606
"F13";"F13b";"FJ12";12;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";3;;;3;6606
"F14";"F14";"FJ12";13;0;0;0;0;0;"Nemzeti Környezetügyi Intézet";;4,8;419,5;1;276201
"F14";"F14";"FJ12";13;0;0;0;1;0;"Működési költségvetés";;;;2;276201
"F14";"F14";"FJ12";13;0;0;0;1;1;"Személyi juttatások";259,5;;;3;276201
"F14";"F14";"FJ12";13;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";83,4;;;3;276201
