Fofunkcio;Funkcio;Fejezet;Cím;Alcim;Jogcim1;Jogcim2;Ecs;Ke;Nev;Mûködési kiadás;Mûködési bevétel;Felhalmozási kiadás;Felhalmozási bevétel;Kiadas;Bevetel
F01;F01.a;11;01;00;00;00;01;01 ;         Személyi juttatások;10 249,7;;;;10 249,7;0,0
F01;F01.a;11;01;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;2 909,2;;;;2 909,2;0,0
F01;F01.a;11;01;00;00;00;01;03 ;         Dologi kiadások;6 977,2;;;;6 977,2;0,0
F01;F01.a;11;01;00;00;00;01;04 ;         Ellátottak pénzbeli juttatásai;40,6;;;;40,6;0,0
F01;F01.a;11;01;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;75,0;;;;75,0;0,0
F01;F01.a;11;01;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.a;11;01;00;00;00;02;06 ;         Beruházások;;;9 012,3;;9 012,3;0,0
F01;F01.a;11;01;00;00;00;02;07 ;         Felújítások;;;220,9;;220,9;0,0
F01;F01.a;11;01;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;21,5;;21,5;0,0
F03;F03.b;11;02;00;00;00;00;00 ;   Információs Hivatal;;155,4;;35,2;0,0;190,6
F03;F03.b;11;02;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F03;F03.b;11;02;00;00;00;01;01 ;         Személyi juttatások;5 341,9;;;;5 341,9;0,0
F03;F03.b;11;02;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 361,2;;;;1 361,2;0,0
F03;F03.b;11;02;00;00;00;01;03 ;         Dologi kiadások;5 582,2;;;;5 582,2;0,0
F03;F03.b;11;02;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F03;F03.b;11;02;00;00;00;02;06 ;         Beruházások;;;1 605,2;;1 605,2;0,0
F03;F03.b;11;02;00;00;00;02;07 ;         Felújítások;;;107,3;;107,3;0,0
F03;F03.b;11;02;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;90,0;;90,0;0,0
F01;F01.a;11;03;00;00;00;00;00 ;   Nemzetstratégiai Kutató Intézet;;;;;0,0;0,0
F01;F01.a;11;03;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.a;11;03;00;00;00;01;01 ;         Személyi juttatások;650,0;;;;650,0;0,0
F01;F01.a;11;03;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;202,9;;;;202,9;0,0
F01;F01.a;11;03;00;00;00;01;03 ;         Dologi kiadások;352,1;;;;352,1;0,0
F01;F01.a;11;03;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.a;11;03;00;00;00;02;06 ;         Beruházások;;;40,0;;40,0;0,0
F08;F08.b;11;06;00;00;00;00;00 ;   Rendszerváltás Történetét Kutató Intézet és Archívum;;;;;0,0;0,0
F08;F08.b;11;06;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;11;06;00;00;00;01;01 ;         Személyi juttatások;177,9;;;;177,9;0,0
F08;F08.b;11;06;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;48,3;;;;48,3;0,0
F08;F08.b;11;06;00;00;00;01;03 ;         Dologi kiadások;87,7;;;;87,7;0,0
F08;F08.b;11;06;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F08;F08.b;11;06;00;00;00;02;06 ;         Beruházások;;;5,0;;5,0;0,0
F08;F08.b;11;07;00;00;00;00;00 ;   Nemzeti Örökség Intézete;;10,2;;;0,0;10,2
F08;F08.b;11;07;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;11;07;00;00;00;01;01 ;         Személyi juttatások;620,1;;;;620,1;0,0
F08;F08.b;11;07;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;155,6;;;;155,6;0,0
F08;F08.b;11;07;00;00;00;01;03 ;         Dologi kiadások;1 189,5;;;;1 189,5;0,0
F08;F08.b;11;07;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F08;F08.b;11;07;00;00;00;02;06 ;         Beruházások;;;1 783,3;;1 783,3;0,0
F08;F08.b;11;08;00;00;00;00;00 ;   VERITAS Történetkutató Intézet;;;;;0,0;0,0
F08;F08.b;11;08;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;11;08;00;00;00;01;01 ;         Személyi juttatások;220,4;;;;220,4;0,0
F08;F08.b;11;08;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;63,2;;;;63,2;0,0
F08;F08.b;11;08;00;00;00;01;03 ;         Dologi kiadások;10,3;;;;10,3;0,0
F08;F08.b;11;09;00;00;00;00;00 ;   Eszterháza Kulturális, Kutató- és Fesztiválközpont;;170,0;;;0,0;170,0
F08;F08.b;11;09;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;11;09;00;00;00;01;01 ;         Személyi juttatások;262,2;;;;262,2;0,0
F08;F08.b;11;09;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;71,6;;;;71,6;0,0
F08;F08.b;11;09;00;00;00;01;03 ;         Dologi kiadások;540,1;;;;540,1;0,0
F08;F08.b;11;09;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F08;F08.b;11;09;00;00;00;02;06 ;         Beruházások;;;87,5;;87,5;0,0
F08;F08.b;11;10;00;00;00;00;00 ;   Magyar Nyelvstratégiai Intézet;;;;;0,0;0,0
F08;F08.b;11;10;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;11;10;00;00;00;01;01 ;         Személyi juttatások;98,9;;;;98,9;0,0
F08;F08.b;11;10;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;26,7;;;;26,7;0,0
F08;F08.b;11;10;00;00;00;01;03 ;         Dologi kiadások;26,9;;;;26,9;0,0
F08;F08.b;11;10;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F08;F08.b;11;10;00;00;00;02;06 ;         Beruházások;;;20,0;;20,0;0,0
F01;F01.a;11;12;00;00;00;00;00 ;   Fõvárosi, megyei kormányhivatalok és járási kormányhivatalok;;37 714,6;;8,5;0,0;37 723,1
F01;F01.a;11;12;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.a;11;12;00;00;00;01;01 ;         Személyi juttatások;109 196,6;;;;109 196,6;0,0
F01;F01.a;11;12;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;29 755,1;;;;29 755,1;0,0
F01;F01.a;11;12;00;00;00;01;03 ;         Dologi kiadások;25 488,9;;;;25 488,9;0,0
F01;F01.a;11;12;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;992,6;;;;992,6;0,0
F01;F01.a;11;12;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.a;11;12;00;00;00;02;06 ;         Beruházások;;;3 170,4;;3 170,4;0,0
F01;F01.a;11;12;00;00;00;02;07 ;         Felújítások;;;200,5;;200,5;0,0
F01;F01.a;11;12;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;8,5;;8,5;0,0
F01;F01.b;11;13;00;00;00;00;00 ;   Közigazgatási és Igazságügyi Hivatal;;77,5;;;0,0;77,5
F01;F01.b;11;13;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.b;11;13;00;00;00;01;01 ;         Személyi juttatások;1 000,4;;;;1 000,4;0,0
F01;F01.b;11;13;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;160,7;;;;160,7;0,0
F01;F01.b;11;13;00;00;00;01;03 ;         Dologi kiadások;236,5;;;;236,5;0,0
F01;F01.b;11;13;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.b;11;13;00;00;00;02;06 ;         Beruházások;;;33,2;;33,2;0,0
F01;F01.b;11;13;00;00;00;02;07 ;         Felújítások;;;0,1;;0,1;0,0
F04;F04.c;11;14;00;00;00;00;00 ;   Nemzeti Közszolgálati Egyetem;;2 798,0;;;0,0;2 798,0
F04;F04.c;11;14;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F04;F04.c;11;14;00;00;00;01;01 ;         Személyi juttatások;3 615,5;;;;3 615,5;0,0
F04;F04.c;11;14;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 044,3;;;;1 044,3;0,0
F04;F04.c;11;14;00;00;00;01;03 ;         Dologi kiadások;2 441,7;;;;2 441,7;0,0
F04;F04.c;11;14;00;00;00;01;04 ;         Ellátottak pénzbeli juttatásai;171,6;;;;171,6;0,0
F04;F04.c;11;14;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F04;F04.c;11;14;00;00;00;02;06 ;         Beruházások;;;270,4;;270,4;0,0
F08;F08.b;11;15;00;00;00;00;00 ;   Forster Gyula Nemzeti Örökségvédelmi és Vagyongazdálkodási Központ;;913,5;;;0,0;913,5
F08;F08.b;11;15;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;11;15;00;00;00;01;01 ;         Személyi juttatások;1 525,9;;;;1 525,9;0,0
F08;F08.b;11;15;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;408,0;;;;408,0;0,0
F08;F08.b;11;15;00;00;00;01;03 ;         Dologi kiadások;1 832,5;;;;1 832,5;0,0
F08;F08.b;11;15;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F08;F08.b;11;15;00;00;00;02;06 ;         Beruházások;;;276,7;;276,7;0,0
F08;F08.b;11;15;00;00;00;02;07 ;         Felújítások;;;692,7;;692,7;0,0
F08;F08.b;11;18;00;00;00;00;00 ;   Felsõbbfokú Tanulmányok Intézete;;1,0;;;0,0;1,0
F08;F08.b;11;18;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;11;18;00;00;00;01;01 ;         Személyi juttatások;399,0;;;;399,0;0,0
F08;F08.b;11;18;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;108,1;;;;108,1;0,0
F08;F08.b;11;18;00;00;00;01;03 ;         Dologi kiadások;138,3;;;;138,3;0,0
F08;F08.b;11;30;00;00;00;00;00 ;   Fejezeti kezelésû elõirányzatok;;;;;0,0;0,0
F08;F08.b;11;30;01;00;00;00;00 ;      Célelõirányzatok;;;;;0,0;0,0
F08;F08.f;11;30;01;06;00;00;00 ;         Nemzeti Sírkerthez és Emlékhelyekhez kapcsolódó kiadások;74,2;;;;74,2;0,0
F08;F08.f;11;30;01;07;00;00;00 ;         A Versenyszféra és a Kormány Állandó Konzultációs Fórumával kapcsolatos kiadások;580,0;;20,0;;600,0;0,0
F08;F08.f;11;30;01;08;00;00;00 ;         Antall József Politika- és Társadalomtudományi Tudásközpont Alapítvány támogatása;590,0;;10,0;;600,0;0,0
F08;F08.f;11;30;01;09;00;00;00 ;"         ""Az Élet Menete"" Alapítvány támogatása";70,0;;;;70,0;0,0
F08;F08.f;11;30;01;10;00;00;00 ;         Az Országos Közszolgálati Érdekegyeztetõ Tanács tevékenységében közremûködõ szervezetek támogatása;280,0;;20,0;;300,0;0,0
F08;F08.d;11;30;01;17;00;00;00 ;         Magyarországi Zsidó Örökség Közalapítvány mûködéséhez és feladatainak ellátásához szükséges hozzájárulás;58,0;;;;58,0;0,0
F08;F08.b;11;30;01;18;00;00;00 ;         Holocaust Dokumentációs Központ és Emlékgyûjtemény Közalapítvány;200,0;;20,0;;220,0;0,0
F04;F04.d;11;30;01;19;00;00;00 ;         Alapítvány a Kelet- és Közép-európai Kutatásért és Képzésért;140,0;;10,0;;150,0;0,0
F11;F11;11;30;01;37;00;00;00 ;         Országos Építésügyi és Területrendezési e-Nyilvántartás mûködtetése;217,3;;46,0;;263,3;0,0
F11;F11;11;30;01;38;00;00;00 ;         Építésügyi, építészeti és településügyi feladatok;692,7;;201,3;;894,0;0,0
F11;F11;11;30;01;39;00;00;00 ;         Dokumentációs Központ mûködtetése, fenntartása és fejlesztése;189,6;;23,9;;213,5;0,0
F11;F11;11;30;01;42;00;00;00 ;         Közép- és Kelet-európai Történelem és Társadalom Kutatásért Közalapítvány támogatása;;;;;0,0;0,0
F08;F08.b;11;30;01;42;01;00;00 ;            Közép- és Kelet-európai Történelem és Társadalom Kutatásért Közalapítvány mûködésének támogatása;320,0;;;;320,0;0,0
F08;F08.b;11;30;01;42;02;00;00 ;            Közép- és Kelet-európai Történelem és Társadalom Kutatásért Közalapítvány szakmai feladatainak támogatása;240,0;;;;240,0;0,0
F08;F08.b;11;30;01;43;00;00;00 ;         Kulturális örökségvédelmi szakmai feladatok;40,3;;;;40,3;0,0
F08;F08.b;11;30;01;44;00;00;00 ;         Világörökségi törvénybõl adódó feladatok ellátása;117,0;;23,0;;140,0;0,0
F08;F08.f;11;30;01;45;00;00;00 ;         Magyar Kormánytisztviselõi Kar mûködésének támogatása;70,0;;;;70,0;0,0
F04;F04.c;11;30;01;46;00;00;00 ;         Ludovika Campus;5 540,0;;7 072,0;;12 612,0;0,0
F01;F01.c;11;30;01;47;00;00;00 ;         Határon Átnyúló Kezdeményezések Közép-európai Segítõ Szolgálata;70,0;;;;70,0;0,0
F08;F08.b;11;30;01;48;00;00;00 ;         Nemzeti emlékhelyekkel kapcsolatos  feladatok ellátása;;;49,5;;49,5;0,0
F08;F08.b;11;30;01;50;00;00;00 ;         Határontúli mûemlék-felújítási program;20,0;;180,0;;200,0;0,0
F11;F11;11;30;01;55;00;00;00 ;         Területrendezési feladatok;639,5;;;;639,5;0,0
F08;F08.b;11;30;01;57;00;00;00 ;         Kulturális fejlesztési, örökségvédelmi és egyéb feladatok ellátásának támogatása gazdasági társaságok részére;857,5;;;;857,5;0,0
F08;F08.b;11;30;01;58;00;00;00 ;         Örökségvédelmi civil szervezetek támogatása;3,7;;;;3,7;0,0
F01;F01.a;11;30;01;60;00;00;00 ;         Fõvárosi és megyei kormányhivatalok mûködésével kapcsolatos egyéb feladatok;740,0;;;;740,0;0,0
F08;F08.f;11;30;01;63;00;00;00 ;         Szabadságharcosokért Közalapítvány támogatása;200,0;;;;200,0;0,0
F01;F01.a;11;30;01;66;00;00;00 ;         Kormányablak program megvalósítása;3 885,9;;2 300,0;;6 185,9;0,0
F08;F08.f;11;30;01;68;00;00;00 ;         Károlyi József Alapítvány támogatása;20,0;;;;20,0;0,0
F11;F11;11;30;01;72;00;00;00 ;         Építésügyi bontási feladatok;73,5;;75,0;;148,5;0,0
F01;F01.c;11;30;01;73;00;00;00 ;         Nemzetközi kötelezettségek teljesítése;11,9;;;;11,9;0,0
F08;F08.b;11;30;01;74;00;00;00 ;         Egyes kiemelt rekonstrukciók és szakmai programok támogatása;50,0;;;;50,0;0,0
F08;F08.b;11;30;01;75;00;00;00 ;         Nemzeti Hauszmann Terv;1 300,0;;17 000,0;;18 300,0;0,0
F08;F08.b;11;30;01;76;00;00;00 ;         AVICENNA Kutatási Nonprofit Kft. mûködésének támogatása;150,0;;;;150,0;0,0
F08;F08.b;11;30;01;78;00;00;00 ;         Modern Városok Program;825,0;;152 000,0;;152 825,0;0,0
F01;F01.a;11;30;01;79;00;00;00 ;         Az egykori Pénzügyminisztérium épületének rekonstrukciójával összefüggõ beruházások támogatása;728,0;;26 000,0;;26 728,0;0,0
F08;F08.b;11;30;01;80;00;00;00 ;         Borsi, Rákóczi-kastély helyreállítása;889,0;;;;889,0;0,0
F08;F08.f;11;30;01;81;00;00;00 ;         Szabolcs-Szatmár-Bereg megye és Kárpátalja fejlesztési feladatok;500,0;;;;500,0;0,0
F08;F08.f;11;30;01;82;00;00;00 ;         Építésügyi szakmai civil szervezetek és képviseletek támogatása;40,0;;;;40,0;0,0
F01;F01.a;11;30;02;00;00;00;00 ;      Fejezeti általános tartalék;4 980,8;;;;4 980,8;0,0
F01;F01.a;11;30;03;00;00;00;00 ;      Határon túli magyarok programjainak támogatása;;;;;0,0;0,0
F08;F08.f;11;30;03;01;00;00;00 ;         Nemzetpolitikai tevékenység támogatása;6 466,4;;200,0;;6 666,4;0,0
F01;F01.a;11;30;05;00;00;00;00 ;      Fõvárosi és megyei kormányhivatalok peres ügyei;10,0;;;;10,0;0,0
F01;F01.a;11;30;06;00;00;00;00 ;      Fejezeti stabilitási tartalék;1 741,2;;;;1 741,2;0,0
F01;F01.a;11;30;07;00;00;00;00 ;      Európai uniós fejlesztési programok;;;;;0,0;0,0
F01;F01.c;11;30;07;01;00;00;00 ;         EU utazási költségtérítések;340,2;340,0;;;340,2;340,0
F01;F01.c;11;31;00;00;00;00;00 ;   Kormányzati Ellenõrzési Hivatal;;;;;0,0;0,0
F01;F01.b;11;31;01;00;00;00;00 ;      Kormányzati Ellenõrzési Hivatal;;1,4;;6,5;0,0;7,9
F01;F01.b;11;31;01;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F01;F01.b;11;31;01;00;00;01;01 ;            Személyi juttatások;640,8;;;;640,8;0,0
F01;F01.b;11;31;01;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;174,8;;;;174,8;0,0
F01;F01.b;11;31;01;00;00;01;03 ;            Dologi kiadások;171,7;;;;171,7;0,0
F01;F01.b;11;31;01;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.b;11;31;01;00;00;02;06 ;            Beruházások;;;10,8;;10,8;0,0
F01;F01.b;11;31;01;00;00;02;08 ;            Egyéb felhalmozási célú kiadások;;;6,5;;6,5;0,0
F01;F01.b;11;31;02;00;00;00;00 ;      Fejezeti kezelésû elõirányzatok;;;;;0,0;0,0
F01;F01.a;11;31;02;01;00;00;00 ;         Fejezeti stabilitási tartalék;;;10,2;;10,2;0,0
F01;F01.a;11;32;00;00;00;00;00 ;   Központi kezelésû elõirányzatok;;;;;0,0;0,0
F16;F16;11;32;01;00;00;00;00 ;      Rendkívüli kormányzati intézkedések;110 000,0;;;;110 000,0;0,0
F16;F16;11;32;02;00;00;00;00 ;      Országvédelmi Alap;60 000,0;;;;60 000,0;0,0
F16;F16;11;32;03;00;00;00;00 ;      Céltartalékok;;;;;0,0;0,0
F01;F01.a;11;32;03;01;00;00;00 ;         Közszférában foglalkoztatottak bérkompenzációja;20 000,0;;;;20 000,0;0,0
F01;F01.a;11;32;03;02;00;00;00 ;         Különféle kifizetések;4 600,0;;;;4 600,0;0,0
F01;F01.a;11;32;03;03;00;00;00 ;         Ágazati életpályák és bérintézkedések;180 600,0;;;;180 600,0;0,0
F01;F01.a;11;32;05;00;00;00;00 ;      Tulajdonosi joggyakorlással kapcsolatos bevételek és kiadások;;;;;0,0;0,0
F01;F01.a;11;32;05;01;00;00;00 ;         A Miniszterelnökség tulajdonosi joggyakorlásával kapcsolatos kiadások;;;;;0,0;0,0
F09;F09;11;32;05;01;01;00;00 ;            Paks II Atomerõmû Fejlesztõ Zrt. tõkeemelése;;;99 695,6;;99 695,6;0,0
F01;F01.b;11;32;05;01;02;00;00 ;            Az MFB Zrt. mûködésének támogatása;400,0;;;;400,0;0,0
F01;F01.b;11;32;05;02;00;00;00 ;         Az MFB Zrt. rábízott vagyonába tartozó tulajdonosi joggyakorlással kapcsolatos kiadások;;;;;0,0;0,0
F01;F01.b;11;32;05;02;02;00;00 ;            Az MFB Zrt. rábízott vagyonához kapcsolódó tanácsadói, értékbecslõi, jogi képviseleti kiadások;300,0;;;;300,0;0,0
F01;F01.b;12;00;00;00;00;00;00 ;XII. FÖLDMÛVELÉSÜGYI MINISZTÉRIUM;;;;;0,0;0,0
F01;F01.a;12;01;00;00;00;00;00 ;   Földmûvelésügyi Minisztérium igazgatása;;127,6;;20,0;0,0;147,6
F01;F01.a;12;01;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.a;12;01;00;00;00;01;01 ;         Személyi juttatások;4 364,2;;;;4 364,2;0,0
F01;F01.a;12;01;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 228,2;;;;1 228,2;0,0
F01;F01.a;12;01;00;00;00;01;03 ;         Dologi kiadások;1 159,1;;;;1 159,1;0,0
F01;F01.a;12;01;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.a;12;01;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;20,0;;20,0;0,0
F10;F10;12;02;00;00;00;00;00 ;   Nemzeti Élelmiszerlánc-biztonsági Hivatal;;8 934,5;;;0,0;8 934,5
F10;F10;12;02;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F10;F10;12;02;00;00;00;01;01 ;         Személyi juttatások;6 110,5;;;;6 110,5;0,0
F10;F10;12;02;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 717,3;;;;1 717,3;0,0
F10;F10;12;02;00;00;00;01;03 ;         Dologi kiadások;5 276,0;;;;5 276,0;0,0
F10;F10;12;02;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F10;F10;12;02;00;00;00;02;07 ;         Felújítások;;;250,0;;250,0;0,0
F10;F10;12;03;00;00;00;00;00 ;   Földmérési és Távérzékelési Intézet;;2 153,2;;;0,0;2 153,2
F10;F10;12;03;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F10;F10;12;03;00;00;00;01;01 ;         Személyi juttatások;1 312,0;;;;1 312,0;0,0
F10;F10;12;03;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;349,9;;;;349,9;0,0
F10;F10;12;03;00;00;00;01;03 ;         Dologi kiadások;489,3;;;;489,3;0,0
F10;F10;12;03;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;1,5;;;;1,5;0,0
F10;F10;12;03;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F10;F10;12;03;00;00;00;02;06 ;         Beruházások;;;0,5;;0,5;0,0
F10;F10;12;04;00;00;00;00;00 ;   Ménesgazdaságok;;3 726,1;;17,3;0,0;3 743,4
F10;F10;12;04;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F10;F10;12;04;00;00;00;01;01 ;         Személyi juttatások;708,1;;;;708,1;0,0
F10;F10;12;04;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;210,8;;;;210,8;0,0
F10;F10;12;04;00;00;00;01;03 ;         Dologi kiadások;3 506,2;;;;3 506,2;0,0
F10;F10;12;04;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;0,3;;;;0,3;0,0
F10;F10;12;05;00;00;00;00;00 ;   Mezõgazdasági és Vidékfejlesztési Hivatal;;50,0;;;0,0;50,0
F10;F10;12;05;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F10;F10;12;05;00;00;00;01;01 ;         Személyi juttatások;7 170,9;;;;7 170,9;0,0
F10;F10;12;05;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;2 084,5;;;;2 084,5;0,0
F10;F10;12;05;00;00;00;01;03 ;         Dologi kiadások;3 766,6;;;;3 766,6;0,0
F10;F10;12;05;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;1 604,7;;;;1 604,7;0,0
F04;F04.b;12;06;00;00;00;00;00 ;   Mezõgazdasági középfokú szakoktatás intézményei;;4 695,6;;2,7;0,0;4 698,3
F04;F04.b;12;06;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F04;F04.b;12;06;00;00;00;01;01 ;         Személyi juttatások;15 590,9;;;;15 590,9;0,0
F04;F04.b;12;06;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;3 974,1;;;;3 974,1;0,0
F04;F04.b;12;06;00;00;00;01;03 ;         Dologi kiadások;4 154,6;;;;4 154,6;0,0
F04;F04.b;12;06;00;00;00;01;04 ;         Ellátottak pénzbeli juttatásai;138,2;;;;138,2;0,0
F04;F04.b;12;06;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F04;F04.b;12;06;00;00;00;02;07 ;         Felújítások;;;12,6;;12,6;0,0
F04;F04.b;12;06;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;0,6;;0,6;0,0
F08;F08.b;12;07;00;00;00;00;00 ;   Magyar Mezõgazdasági Múzeum és Könyvtár;;106,0;;;0,0;106,0
F08;F08.b;12;07;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;12;07;00;00;00;01;01 ;         Személyi juttatások;360,9;;;;360,9;0,0
F08;F08.b;12;07;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;98,6;;;;98,6;0,0
F08;F08.b;12;07;00;00;00;01;03 ;         Dologi kiadások;100,9;;;;100,9;0,0
F10;F10;12;08;00;00;00;00;00 ;   Nemzeti Agrárkutatási és Innovációs Központ;;1 794,4;;6,0;0,0;1 800,4
F10;F10;12;08;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F10;F10;12;08;00;00;00;01;01 ;         Személyi juttatások;2 426,9;;;;2 426,9;0,0
F10;F10;12;08;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;662,4;;;;662,4;0,0
F10;F10;12;08;00;00;00;01;03 ;         Dologi kiadások;1 792,3;;;;1 792,3;0,0
